Date,AAPL_News_Volume,AAPL_Sentiment_Tone,MSFT_News_Volume,MSFT_Sentiment_Tone,GOOGL_News_Volume,GOOGL_Sentiment_Tone,NVDA_News_Volume,NVDA_Sentiment_Tone,META_News_Volume,META_Sentiment_Tone
2020-02-24,235,-1.5852314977708286,1407,0.5408793099383017,35,-1.5897754083913622,249,-1.756824421601184,8361,-0.9451103284210876
2020-02-25,354,-2.5826667247471486,1604,0.6137326977731702,42,-1.2696282220139814,259,-1.8197586849884262,9109,-0.799004161211539
2020-02-26,230,-1.665691428735612,1616,0.44029482550961174,122,0.44080309870477985,314,-3.580272051857296,9377,-0.8218890852361554
2020-02-27,238,-1.3462879275094526,2879,-1.4717449874357347,95,-1.5160061850199984,104,0.029658675159625815,9320,-0.886641708645085
2020-02-28,180,-1.7336572974648323,2391,-1.6271134606395714,58,-1.6412200783194724,113,-0.8361553778731298,9608,-0.9575627635150544
2020-02-29,68,-1.7446174828853123,1237,-1.3186236662179778,45,-1.4605423913914255,55,-0.49266189959086687,5673,-1.2828676659954317
2020-03-01,38,-2.01811735903558,544,0.3128435409469198,11,-1.1807521649624497,24,-0.15104808539424153,5587,-1.4600653292599117
2020-03-02,203,-1.641747009722328,1448,-0.26426689337041387,36,-0.6490522221473045,130,0.23088799440962776,7945,-0.8409302929887182
2020-03-03,203,-0.9071385396327302,1441,0.17871140179494793,94,-0.38495274278095853,116,0.033369645620018304,9836,-1.1518902606551669
2020-03-04,96,-0.7772236486948367,1464,0.6357105348209575,53,0.11520342681603235,110,0.6243758533586762,10673,-1.0330628356564004
2020-03-05,137,-1.46479341195152,1976,-0.803697904722916,121,-1.539714685028134,106,0.4853626751671855,11707,-1.1972684746807687
2020-03-06,168,-1.552768113889692,2795,-1.3886412408595352,231,-1.193521432122167,103,0.36842669439912545,11278,-1.4030128443965506
2020-03-07,80,-3.282229756682015,1383,-1.1087135844134985,33,-2.7305181365825897,132,-0.5566554167723423,7921,-1.4008815141184578
2020-03-08,69,-1.850955181928469,542,0.7191136822691747,9,-2.159882419720064,47,0.4019579521717886,5664,-1.3747548525192708
2020-03-09,383,-4.948444405191001,1256,0.17301901941911055,17,0.4663723859706114,110,0.14100282728529928,8655,-1.0448873161951473
2020-03-10,181,-2.104082532910016,1661,-0.49039873979873955,57,-0.8246182242661735,122,0.6006653014021952,9587,-1.1573786424578638
2020-03-11,131,-1.411075852710757,1738,-0.35348629509236446,81,-0.9471254795764478,110,0.759296453189293,9851,-1.0998468848922274
2020-03-12,129,-1.4201388635125054,1573,-0.18963584523339627,57,0.8280221714633628,106,1.0079459246105202,10601,-1.0329992101094418
2020-03-13,177,-1.8738759092079447,2057,-0.47972549775774137,91,-1.0056938990014168,64,0.6017493981510581,10284,-1.1759296531231889
2020-03-14,209,-2.441863215010649,1711,0.5710982170911927,74,-1.015158773738852,40,0.06403752940722265,7206,-1.3260971455534012
2020-03-15,308,-3.3374093225404913,602,0.263492180611016,10,-1.2554341872743784,37,-0.33972297022954406,6445,-1.430913030100869
2020-03-16,473,-2.971180122646576,1808,-0.024381093614411257,92,-1.1461457590817181,119,-0.9830305682634549,10486,-1.0757354384411693
2020-03-17,129,-1.6062302715448522,2154,-0.46800164574179093,105,-1.4970120428811606,91,1.0226715895554532,14339,-0.7142469220159391
2020-03-18,131,-1.615905790374342,1889,-0.09039691480169315,53,-0.4499671304850734,59,0.43230215765737035,15295,-1.0938427386908451
2020-03-19,81,-0.6711264007048194,1801,-0.2128809019330348,40,-1.1350303862828355,102,1.458000724658858,14519,-0.9122259234525019
2020-03-20,121,-2.130615176994903,1478,-0.28930796539575115,91,-3.2850433307226616,106,0.9113663025560369,14167,-0.8416162215725762
2020-03-21,57,-1.6798601219176805,621,0.3651337261615937,67,-2.8355508604255286,35,1.075810060440505,9011,-0.6943589844567603
2020-03-22,41,-1.0684831674877635,515,1.2031802245082466,44,-1.6524381969773279,58,0.5223109890712255,9052,-1.5548367549641748
2020-03-23,84,-0.8459941931127368,1081,0.6090969758581906,21,-1.1475856783968368,91,0.904356968821937,12674,-0.9214856475100208
2020-03-24,81,-1.0949290331309842,1549,-0.1389573086576279,51,-1.6426653523527566,119,1.029628557657546,15115,-0.9195077522805076
2020-03-25,102,-1.0512778310583626,1354,0.22017557178625735,32,-1.861652232243517,82,0.8834006992738648,13740,-0.7738039358701253
2020-03-26,148,-1.667757313479107,1267,0.07122051230449102,17,-0.34178303221933853,86,1.5764088216888164,14939,-0.9629572379022755
2020-03-27,110,-0.7653064988800811,1093,0.1917976431116627,40,-0.9540012124143267,87,0.8499509423241502,13864,-0.9850000610064488
2020-03-28,80,-1.6721713816276853,693,0.8803164716547229,18,-0.4754903732218729,38,1.423842508288048,8890,-0.925568392331487
2020-03-29,42,-1.1165808377042834,628,0.6676166734570643,3,1.5166732728253987,40,0.83420612031653,8441,-1.117044352857596
2020-03-30,52,-0.5264161846723037,1492,0.5071293058977525,34,-1.1971747060572362,77,0.9299327286157903,14315,-0.7444248667054679
2020-03-31,101,-0.3306294684317905,1339,0.5593186690757226,57,-1.547520030772706,77,1.3064215371381895,13264,-0.7032934281444971
2020-04-01,124,-0.9200427083124957,1628,0.28138891624255363,20,-0.8650982806523224,81,1.1209855440498153,13348,-0.5960429077176569
2020-04-02,106,-0.4222183588764718,1312,0.5188691410312708,66,0.030263953653314343,253,2.419431463987856,14102,-0.6056595771444042
2020-04-03,144,-1.3125791189084166,956,0.798425452702972,134,-2.699426337597166,108,1.9642875831423996,12645,-0.6263082617627671
2020-04-04,48,-1.3579317623246614,566,0.5983964448214742,17,-3.4463915211740375,47,1.2480309982612745,8450,-0.6128857725270711
2020-04-05,24,-1.4990277533085474,513,0.49914761801463603,12,0.5248724975505092,26,0.9702923745936821,7512,-0.8196692819499395
2020-04-06,159,-0.8953838273826332,1112,0.2930924949317981,45,0.03807743758735823,94,1.866885230095393,13586,-0.8333605017143065
2020-04-07,109,-0.328740770661177,1492,0.442639295799871,45,-0.2933690391055922,86,1.7641681640045195,13174,-0.1640877005339168
2020-04-08,93,-1.205386326343206,1486,0.439887291796698,68,-0.4823737664071014,96,1.3325451958018455,12910,-0.7557228750539611
2020-04-09,112,-0.2671747100325974,1297,0.5249551131583716,111,-2.215751760009325,64,1.3613023433822222,12546,-0.5470416437030852
2020-04-10,80,-0.24262080325104438,980,0.622046894428455,113,-2.2569046653895812,62,1.1820737365726752,12188,-0.4392585218512067
2020-04-11,114,-1.1348453806703014,502,0.9643566850658455,90,-1.8034391392209044,23,1.4081305524245649,8386,-0.756311168903445
2020-04-12,40,-1.0362807586071727,581,0.6655362738429991,38,-0.6723883493896478,26,0.9351720450069851,7797,-0.9245359321033957
2020-04-13,97,-0.035096121724319015,781,0.8407848192664308,40,-0.08932799731995006,58,1.4280814956073486,10253,-0.8717839589236304
2020-04-14,176,-0.43655637226487726,1323,0.8006999992816031,49,-1.0595856551332439,102,1.4678431798953429,12601,-0.8677286685101108
2020-04-15,219,-0.5753067050861659,1785,-0.606801887953686,88,-1.0638332388313296,114,1.2640651648248684,12717,-0.6140191504955397
2020-04-16,217,-0.7698111907514598,1507,-0.0841648920997109,73,-0.9080555275800478,159,0.9740732655933804,13895,-0.729683662066777
2020-04-17,201,-0.7076375964028764,1218,-0.12138131326806764,33,-0.5584683067147701,123,1.6198962015598697,12847,-0.7627923637251712
2020-04-18,86,-1.036530500289982,592,0.3365382749365505,22,-0.7270730832124441,44,0.5487954250123502,8645,-0.8585166823471222
2020-04-19,16,-1.31518068651449,565,0.4284034698766107,14,-1.080645419476756,37,1.4159324462775005,8233,-0.9128787749795623
2020-04-20,76,0.08316209741983457,1156,0.41836523596878594,73,-1.9194384774802709,94,1.166772576706893,13260,-1.1039923632033402
2020-04-21,114,-0.14413337750759403,1167,0.44535656362208603,31,-1.7961477858052304,96,1.0842000852984213,12863,-0.9745968288016941
2020-04-22,122,-2.011438914909077,1506,0.160642873828342,43,-1.378089782362996,88,1.5673783214364365,13274,-0.61132810077972
2020-04-23,206,-1.6657107013004744,1354,0.48032005581625103,65,-1.3742876776642945,107,1.19057764940684,13164,-0.5974823476400372
2020-04-24,167,-2.026609945228602,1202,0.24490669509327914,63,-1.487991445449567,98,0.447379068010903,11297,-0.5408595890987584
2020-04-25,86,-0.47803878450881804,764,0.2735525356598856,66,-0.018548694647627074,38,0.015098312933854191,7409,-0.5131940209186101
2020-04-26,27,-0.2566056879806584,702,0.05122127039459558,8,0.22219194123275166,29,0.5997882417510042,6586,-0.6292616942688278
2020-04-27,145,-1.2615543633962214,1863,-0.8621459735756559,38,-0.758953605831715,92,0.05432102373904263,10841,-0.4096679743297668
2020-04-28,156,-0.5132903251133727,1757,0.10871057764579863,148,-1.110896258218713,112,0.394800902037928,11943,-0.34264826850389696
2020-04-29,196,-0.2677018522577337,1864,-0.24520327545678924,310,-0.6910468019106701,100,0.6179002742888284,11015,-0.516486240391575
2020-04-30,212,-0.7843608537470372,1933,0.11523688091523057,116,-0.7281152550739629,77,1.4496209827677151,12435,-0.1739007733401623
